"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-12-05 ~ 2025-12-04"
"실거래구분 : 토지(매매)"
"주소구분 : 지번주소"
"시도 : 경상남도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","지목","용도지역","도로조건","계약년월","계약일","계약면적","거래금액(만원)","지분구분","해제사유발생일","거래유형","중개사소재지"
"175","경상남도 거창군 마리면 말흘리","1***","전","보전관리지역","8m미만","202511","28","1678.00","1,500","","-","직거래","-"
"176","경상남도 거창군 마리면 월계리","2**","답","농림지역","8m미만","202511","28","1082.00","2,425","","-","직거래","-"
"177","경상남도 산청군 금서면 평촌리","산7*","임야","계획관리지역","-","202511","28","275.00","332","","-","직거래","-"
"178","경상남도 남해군 남해읍 아산리","2**","도로","제2종일반주거지역","12m미만","202511","28","23.00","1,100","","-","직거래","-"
"179","경상남도 남해군 남해읍 아산리","3**","전","제2종일반주거지역","12m미만","202511","28","174.00","9,400","","-","직거래","-"
"180","경상남도 거창군 거창읍 장팔리","1***","임야","계획관리지역","8m미만","202511","28","403.00","540","","-","직거래","-"
"181","경상남도 거창군 거창읍 장팔리","1***","전","계획관리지역","8m미만","202511","28","893.00","1,688","","-","직거래","-"
"182","경상남도 거창군 거창읍 장팔리","1***","전","계획관리지역","8m미만","202511","28","337.00","460","","-","직거래","-"
"183","경상남도 남해군 남면 죽전리","2**","답","계획관리지역","8m미만","202511","28","1198.80","3,260","","-","직거래","-"
"184","경상남도 창녕군 이방면 안리","1***","답","농림지역","-","202511","28","221.00","1,000","","-","직거래","-"
"185","경상남도 거창군 고제면 봉산리","5**","답","농림지역","8m미만","202511","28","724.00","600","","-","직거래","-"
"186","경상남도 창녕군 도천면 도천리","4**","답","생산녹지지역","8m미만","202511","28","3041.00","11,540","","-","직거래","-"
"187","경상남도 거창군 주상면 거기리","9**","답","보전관리지역","8m미만","202511","28","891.00","1,620","","-","직거래","-"
"188","경상남도 창녕군 부곡면 온정리","8*","전","계획관리지역","8m미만","202511","28","1332.00","4,433","","-","직거래","-"
"189","경상남도 거창군 가북면 우혜리","3**","답","계획관리지역","8m미만","202511","28","2054.00","5,000","","-","직거래","-"
"190","경상남도 거창군 거창읍 장팔리","1***","전","계획관리지역","8m미만","202511","28","694.00","1,312","","-","직거래","-"
"191","경상남도 고성군 하일면 학림리","2**","대","생산관리지역","8m미만","202511","28","136.00","200","","-","직거래","-"
"192","경상남도 합천군 용주면 고품리","산1*","임야","계획관리지역","8m미만","202511","28","4912.00","900","","-","직거래","-"
"193","경상남도 합천군 용주면 고품리","3*","임야","계획관리지역","8m미만","202511","28","215.10","1,300","","-","직거래","-"
"194","경상남도 합천군 용주면 고품리","3*","임야","계획관리지역","8m미만","202511","28","84.50","250","","-","직거래","-"
"195","경상남도 합천군 용주면 고품리","3*","임야","계획관리지역","-","202511","28","118.30","350","","-","직거래","-"
"196","경상남도 창녕군 부곡면 온정리","8*","전","계획관리지역","-","202511","28","3063.00","10,186","","-","직거래","-"
"197","경상남도 하동군 악양면 정서리","1**","대","계획관리지역","8m미만","202511","28","18.00","190","","-","직거래","-"
"198","경상남도 함양군 휴천면 운서리","9**","답","보전관리지역","8m미만","202511","28","2258.00","4,300","","-","직거래","-"
"199","경상남도 산청군 신안면 장죽리","2**","답","농림지역","8m미만","202511","28","927.00","2,500","","-","직거래","-"
"200","경상남도 밀양시 무안면 가례리","1**","답","농림지역","8m미만","202511","28","2364.00","10,638","","-","직거래","-"
"201","경상남도 거제시 둔덕면 술역리","2**","답","계획관리지역","-","202511","28","109.00","375","","-","직거래","-"
"202","경상남도 양산시 상북면 석계리","3*","답","자연녹지지역","25m미만","202511","28","103.00","8,323","","-","직거래","-"
"203","경상남도 양산시 상북면 석계리","5*","전","자연녹지지역","25m미만","202511","28","35.00","2,829","","-","직거래","-"
"204","경상남도 거제시 둔덕면 술역리","2**","답","계획관리지역","-","202511","28","79.00","270","","-","직거래","-"
"205","경상남도 양산시 상북면 석계리","3*","답","자연녹지지역","8m미만","202511","28","426.00","34,424","지분","-","직거래","-"
"206","경상남도 거제시 둔덕면 술역리","산4*","임야","계획관리지역","-","202511","28","91.00","310","","-","직거래","-"
"207","경상남도 함안군 군북면 유현리","1***","임야","계획관리지역","-","202511","28","686.00","2,100","","-","직거래","-"
"208","경상남도 밀양시 무안면 가례리","4**","답","농림지역","8m미만","202511","28","1377.00","6,197","","-","직거래","-"
"209","경상남도 밀양시 무안면 가례리","1**","답","농림지역","8m미만","202511","28","3038.00","13,671","","-","직거래","-"
"210","경상남도 함안군 군북면 유현리","1***","임야","계획관리지역","-","202511","28","7208.00","55,212","","-","직거래","-"
"211","경상남도 함안군 군북면 유현리","1***","전","계획관리지역","-","202511","28","1894.00","14,124","","-","직거래","-"
"212","경상남도 함안군 군북면 유현리","1***","전","계획관리지역","-","202511","28","260.00","2,400","","-","직거래","-"
"213","경상남도 함안군 군북면 유현리","1***","전","계획관리지역","-","202511","28","93.00","300","","-","직거래","-"
"214","경상남도 거제시 둔덕면 술역리","3**","답","계획관리지역","-","202511","28","119.00","410","","-","직거래","-"
"215","경상남도 밀양시 상동면 옥산리","5**","임야","계획관리지역","-","202511","28","704.00","100","","-","직거래","-"
"216","경상남도 거제시 둔덕면 술역리","2**","임야","계획관리지역","-","202511","28","102.00","350","","-","직거래","-"
"217","경상남도 거제시 둔덕면 술역리","산2*","임야","계획관리지역","-","202511","28","152.00","515","","-","직거래","-"
"218","경상남도 거제시 둔덕면 술역리","3**","답","계획관리지역","-","202511","28","20.00","68","","-","직거래","-"
"219","경상남도 거제시 둔덕면 술역리","2**","답","계획관리지역","8m미만","202511","28","139.00","495","","-","직거래","-"
"220","경상남도 거제시 둔덕면 술역리","2**","답","계획관리지역","-","202511","28","79.00","270","","-","직거래","-"
"221","경상남도 거제시 둔덕면 술역리","2**","답","계획관리지역","-","202511","28","149.00","510","","-","직거래","-"
"222","경상남도 거제시 둔덕면 술역리","2**","답","계획관리지역","8m미만","202511","28","40.00","150","","-","직거래","-"
"223","경상남도 거제시 둔덕면 술역리","2**","답","계획관리지역","-","202511","28","122.00","515","","-","직거래","-"
"224","경상남도 거제시 둔덕면 술역리","2**","답","계획관리지역","-","202511","28","79.00","270","","-","직거래","-"
"225","경상남도 사천시 죽림동","6*","답","자연녹지지역","8m미만","202511","28","427.00","9,700","","-","직거래","-"
"226","경상남도 거제시 둔덕면 술역리","2**","답","계획관리지역","-","202511","28","202.00","850","","-","직거래","-"
"227","경상남도 거제시 둔덕면 술역리","2**","답","계획관리지역","-","202511","28","129.00","440","","-","직거래","-"
"228","경상남도 거제시 둔덕면 술역리","2**","답","계획관리지역","-","202511","28","185.00","620","","-","직거래","-"
"229","경상남도 진주시 미천면 미곡리","7**","답","계획관리지역","8m미만","202511","28","456.00","2,400","","-","직거래","-"
"230","경상남도 거제시 사등면 사등리","산*","임야","보전관리지역","-","202511","28","3196.00","73,877","","-","직거래","-"
"231","경상남도 거제시 사등면 사등리","산*","임야","보전관리지역","-","202511","28","3196.00","18,755","","-","직거래","-"
"232","경상남도 거제시 둔덕면 술역리","2**","답","계획관리지역","-","202511","28","182.00","639","","-","직거래","-"
"233","경상남도 거제시 사등면 사등리","산1*","임야","보전관리지역","-","202511","28","7.00","152","지분","-","직거래","-"
"234","경상남도 거제시 사등면 사등리","산1*","임야","보전관리지역","-","202511","28","7.00","164","지분","-","직거래","-"
"235","경상남도 거제시 사등면 사등리","산1*","임야","보전관리지역","-","202511","28","5.00","72","지분","-","직거래","-"
"236","경상남도 거제시 사등면 사등리","산1*","임야","보전관리지역","-","202511","28","7.00","170","지분","-","직거래","-"
"237","경상남도 거제시 사등면 사등리","산1*","임야","보전관리지역","-","202511","28","4.00","107","지분","-","직거래","-"
"238","경상남도 거제시 둔덕면 술역리","2**","답","계획관리지역","-","202511","28","112.00","393","","-","직거래","-"
"239","경상남도 거제시 둔덕면 술역리","2**","답","계획관리지역","-","202511","28","202.00","850","","-","직거래","-"
"240","경상남도 거제시 사등면 사등리","산1*","임야","보전관리지역","-","202511","28","3.00","99","지분","-","직거래","-"
"241","경상남도 거제시 둔덕면 술역리","산2*","임야","계획관리지역","-","202511","28","102.00","350","","-","직거래","-"
"242","경상남도 거제시 둔덕면 술역리","산2*","임야","계획관리지역","8m미만","202511","28","133.00","460","","-","직거래","-"
"243","경상남도 진주시 하대동","6**","답","자연녹지지역","-","202511","28","1233.00","37,300","","-","중개거래","경남 진주시"
"244","경상남도 거제시 둔덕면 술역리","2**","도로","계획관리지역","8m미만","202511","28","153.00","520","","-","직거래","-"
"245","경상남도 거제시 둔덕면 술역리","2**","도로","계획관리지역","8m미만","202511","28","3.00","11","","-","직거래","-"
"246","경상남도 거제시 사등면 사등리","산1*","임야","보전관리지역","-","202511","28","16.00","334","지분","-","직거래","-"
"247","경상남도 거제시 둔덕면 술역리","2**","도로","계획관리지역","8m미만","202511","28","7.00","24","","-","직거래","-"
"248","경상남도 거제시 사등면 사등리","산1*","임야","보전관리지역","-","202511","28","2.00","89","지분","-","직거래","-"
"249","경상남도 거제시 사등면 사등리","산1*","임야","보전관리지역","-","202511","28","2.00","89","지분","-","직거래","-"
"250","경상남도 거제시 둔덕면 술역리","2**","도로","계획관리지역","-","202511","28","46.00","160","","-","직거래","-"
"251","경상남도 거제시 둔덕면 술역리","2**","도로","계획관리지역","8m미만","202511","28","175.00","600","","-","직거래","-"
"252","경상남도 거제시 둔덕면 술역리","3**","도로","계획관리지역","8m미만","202511","28","162.00","550","","-","직거래","-"
"253","경상남도 거제시 둔덕면 술역리","2**","구거","계획관리지역","-","202511","28","139.00","475","","-","직거래","-"
"254","경상남도 창원시 마산합포구 자산동","1**","대","제3종일반주거지역","12m미만","202511","28","23.00","6,924","","-","중개거래","경남 창원시 마산회원구"
"255","경상남도 거제시 사등면 사등리","산1*","임야","보전관리지역","-","202511","28","3.00","80","지분","-","직거래","-"
"256","경상남도 거제시 사등면 사등리","산1*","임야","보전관리지역","-","202511","28","3.00","82","지분","-","직거래","-"
"257","경상남도 거제시 사등면 사등리","산1*","임야","보전관리지역","-","202511","28","101.00","699","지분","-","직거래","-"
"258","경상남도 김해시 진영읍 좌곤리","1**","전","준공업지역","-","202511","28","598.00","11,362","지분","-","직거래","-"
"259","경상남도 거제시 사등면 사등리","산1*","임야","보전관리지역","-","202511","28","9.00","221","지분","-","직거래","-"
"260","경상남도 밀양시 부북면 전사포리","3*","대","제1종일반주거지역","25m이상","202511","28","150.00","10,001","","-","직거래","-"
"261","경상남도 밀양시 부북면 전사포리","3*","대","제1종일반주거지역","8m미만","202511","28","5.00","250","","-","직거래","-"
"262","경상남도 밀양시 부북면 전사포리","3*","도로","제1종일반주거지역","8m미만","202511","28","31.00","590","지분","-","직거래","-"
"263","경상남도 거제시 사등면 사등리","산1*","임야","보전관리지역","-","202511","28","4.00","49","지분","-","직거래","-"
"264","경상남도 거제시 하청면 어온리","3**","도로","자연환경보전","-","202511","28","13.38","480","지분","-","직거래","-"
"265","경상남도 거제시 하청면 어온리","3**","도로","자연환경보전","12m미만","202511","28","52.92","1,920","지분","-","직거래","-"
"266","경상남도 거제시 사등면 사등리","산1*","임야","보전관리지역","-","202511","28","5.00","108","지분","-","직거래","-"
"267","경상남도 거제시 사등면 사등리","산1*","임야","보전관리지역","-","202511","28","3.00","75","지분","-","직거래","-"
"268","경상남도 거제시 사등면 사등리","산1*","임야","보전관리지역","-","202511","28","10.00","228","지분","-","직거래","-"
"269","경상남도 창원시 마산회원구 회원동","3**","대","제2종일반주거지역","25m미만","202511","28","58.57","12,750","지분","-","중개거래","경남 창원시 마산합포구, 경남 창원시 마산회원구"
"270","경상남도 밀양시 상남면 평촌리","2***","답","농림지역","8m미만","202511","28","2759.50","22,352","","-","직거래","-"
"271","경상남도 거제시 사등면 사등리","산1*","임야","보전관리지역","-","202511","28","4.00","103","지분","-","직거래","-"
"272","경상남도 거제시 사등면 사등리","산*","임야","보전관리지역","-","202511","28","128.00","3,417","지분","-","직거래","-"
"273","경상남도 거제시 사등면 사등리","산*","임야","보전관리지역","-","202511","28","323.00","7,836","지분","-","직거래","-"
"274","경상남도 통영시 한산면 창좌리","4**","대","계획관리지역","8m미만","202511","28","133.00","2,500","","-","직거래","-"
"275","경상남도 거제시 사등면 사등리","산*","임야","보전관리지역","-","202511","28","323.00","7,273","지분","-","직거래","-"
"276","경상남도 거제시 사등면 사등리","산*","임야","보전관리지역","-","202511","28","194.00","5,126","지분","-","직거래","-"
"277","경상남도 거제시 사등면 사등리","산*","임야","보전관리지역","-","202511","28","162.00","4,752","지분","-","직거래","-"
"278","경상남도 거제시 사등면 사등리","산*","임야","보전관리지역","-","202511","28","323.00","8,112","지분","-","직거래","-"
"279","경상남도 창원시 마산합포구 구산면 수정리","산1**","임야","농림지역","-","202511","28","2794.00","600","지분","-","직거래","-"
"280","경상남도 거제시 사등면 사등리","산*","임야","보전관리지역","-","202511","28","162.00","3,840","지분","-","직거래","-"
"281","경상남도 거제시 사등면 사등리","산*","임야","보전관리지역","-","202511","28","486.00","10,872","지분","-","직거래","-"
"282","경상남도 거제시 사등면 사등리","산*","임야","보전관리지역","-","202511","28","194.00","4,898","지분","-","직거래","-"
"283","경상남도 함안군 산인면 부봉리","7**","답","보전관리지역","8m미만","202511","28","131.00","1,000","","-","직거래","-"
"284","경상남도 거제시 사등면 사등리","산*","임야","보전관리지역","-","202511","28","163.00","4,272","지분","-","직거래","-"
"285","경상남도 거제시 사등면 사등리","산*","임야","보전관리지역","-","202511","28","163.00","4,272","지분","-","직거래","-"
"286","경상남도 밀양시 하남읍 대사리","8*","답","계획관리지역","8m미만","202511","28","183.10","1,540","지분","-","직거래","-"
"287","경상남도 거제시 사등면 사등리","산*","임야","보전관리지역","-","202511","28","648.00","15,966","지분","-","직거래","-"
"288","경상남도 거제시 사등면 사등리","산*","임야","보전관리지역","-","202511","28","162.00","3,918","지분","-","직거래","-"
"289","경상남도 거제시 사등면 사등리","산*","임야","보전관리지역","-","202511","28","4726.00","27,734","지분","-","직거래","-"
"290","경상남도 거제시 사등면 사등리","산*","임야","보전관리지역","-","202511","28","453.00","10,579","지분","-","직거래","-"
"291","경상남도 거제시 둔덕면 술역리","2**","답","계획관리지역","-","202511","28","76.00","260","","-","직거래","-"
"292","경상남도 거제시 사등면 사등리","산*","임야","보전관리지역","-","202511","28","96.00","2,351","지분","-","직거래","-"
"293","경상남도 진주시 금곡면 정자리","9**","답","농림지역","8m미만","202511","28","1673.00","15,150","","-","중개거래","경남 진주시"
"294","경상남도 진주시 금곡면 정자리","9**","답","농림지역","8m미만","202511","28","2298.00","20,850","","-","중개거래","경남 진주시"
"295","경상남도 밀양시 하남읍 대사리","7*","대","계획관리지역","8m미만","202511","28","272.50","3,608","지분","-","직거래","-"
"296","경상남도 밀양시 하남읍 대사리","2**","답","계획관리지역","8m미만","202511","28","181.90","1,540","지분","-","직거래","-"
"297","경상남도 거제시 사등면 사등리","산*","임야","보전관리지역","-","202511","28","163.00","3,600","지분","-","직거래","-"
"298","경상남도 밀양시 삼랑진읍 삼랑리","2**","전","자연녹지지역","-","202511","28","530.25","1,000","지분","-","직거래","-"
